slot,group,id,title,label,tags,position,related_ailment,related_ability,level,class,reroll_chance,extra_info,tier_1,tier_2,tier_3,tier_4,tier_5,tier_6,tier_7,tier_8
One-Handed Sword,Damage Type,23,Lightning Damage,Lightning Damage (Increased),Lightning,Prefix,,,1,,50.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
One-Handed Sword,Damage Type,18,Necrotic Damage,Necrotic Damage (Increased),Necrotic,Prefix,,,6,"Acolyte,Non-Specific",0.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
One-Handed Sword,Damage Type,30,Physical Damage,Physical Damage (Increased),Physical,Prefix,,,1,,0.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
One-Handed Sword,Damage Type,61,Poison Damage,Poison Damage (Increased),"Damaging Ailment,Poison,Damage Over Time",Prefix,,,11,,30.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
One-Handed Sword,Damage Type,15,Void Damage,Void Damage (Increased),Void,Prefix,,,15,"Sentinel,Non-Specific",40.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
One-Handed Sword,Damage Type,721,Cold Penetration And Minion Cold Penetration,"Cold Penetration (Added)
Minion Cold Penetration (Added)","Penetration,Cold,Minion",Suffix,,,60,,85.0,,"2%
2%","2%
2%","3%
3%","4% To 5%
4% To 5%","5% To 7%
5% To 7%","9% To 10%
9% To 10%","11% To 13%
11% To 13%","20% To 25%
20% To 25%"
One-Handed Sword,Damage Type,720,Fire Penetration And Minion Fire Penetration,"Fire Penetration (Added)
Minion Fire Penetration (Added)","Penetration,Fire,Minion",Suffix,,,60,,85.0,,"2%
2%","2%
2%","3%
3%","4% To 5%
4% To 5%","5% To 7%
5% To 7%","9% To 10%
9% To 10%","11% To 13%
11% To 13%","20% To 25%
20% To 25%"
One-Handed Sword,Damage Type,722,Lightning Penetration And Minion Lightning Penetration,"Lightning Penetration (Added)
Minion Lightning Penetration (Added)","Penetration,Lightning,Minion",Suffix,,,60,,85.0,,"2%
2%","2%
2%","3%
3%","4% To 5%
4% To 5%","5% To 7%
5% To 7%","9% To 10%
9% To 10%","11% To 13%
11% To 13%","20% To 25%
20% To 25%"
One-Handed Sword,Damage Type,719,Physical Penetration And Minion Physical Penetration,"Physical Penetration (Added)
Minion Physical Penetration (Added)","Penetration,Physical,Minion",Suffix,,,60,,85.0,,"2%
2%","2%
2%","3%
3%","4% To 5%
4% To 5%","5% To 7%
5% To 7%","9% To 10%
9% To 10%","11% To 13%
11% To 13%","20% To 25%
20% To 25%"
One-Handed Sword,Damage Type,725,Poison Penetration And Minion Poison Penetration,"Poison Penetration (Added)
Minion Poison Penetration (Added)","Penetration,Damaging Ailment,Poison,Damage Over Time,Minion",Suffix,,,60,,88.0,,"2%
2%","2%
2%","3%
3%","4% To 5%
4% To 5%","5% To 7%
5% To 7%","9% To 10%
9% To 10%","11% To 13%
11% To 13%","20% To 25%
20% To 25%"
One-Handed Sword,Damage Type,723,Void Penetration And Minion Void Penetration,"Void Penetration (Added)
Minion Void Penetration (Added)","Penetration,Void,Minion",Suffix,,,60,,85.0,,"2%
2%","2%
2%","3%
3%","4% To 5%
4% To 5%","5% To 7%
5% To 7%","9% To 10%
9% To 10%","11% To 13%
11% To 13%","20% To 25%
20% To 25%"
One-Handed Sword,Health Recovery,20,Health On Kill,Health Gain On Kill (Added),"Health,Recovery",Suffix,,,1,,0.0,,2,3 To 4,5 To 6,7 To 8,9 To 12,18 To 26,27 To 36,60 To 75
One-Handed Sword,Health Recovery,44,Health On Melee Hit,Health Gain On Melee Hit (Added),"Health,Melee",Suffix,,,1,,0.0,,1 To 2,2 To 3,4 To 5,6 To 7,7 To 9,12 To 17,17 To 23,37 To 46
One-Handed Sword,Mana,718,Mana And Mana Regen,"Mana (Added)
Mana Regen (Increased)","Mana,Regeneration",Prefix,,,36,,50.0,,"6 To 10
3% To 5%","10 To 14
5% To 7%","15 To 19
7% To 9%","20 To 26
10% To 11%","26 To 34
12% To 14%","43 To 51
17% To 20%","52 To 69
21% To 24%","110 To 137
38% To 48%"
One-Handed Sword,Dodge,59,Dodge Rating,Dodge Rating (Increased),Dodge,Suffix,,,16,,60.0,,10% To 14%,15% To 19%,20% To 24%,25% To 29%,30% To 38%,55% To 65%,66% To 80%,130% To 160%
One-Handed Sword,Parry,717,Parry Chance,Parry Chance (Added),Parry,Prefix,,,24,,50.0,,1%,1%,2%,2%,3%,5%,6% To 7%,9% To 11%
One-Handed Sword,Leech,69,Melee Damage Leeched As Health,Melee Damage Leeched As Health (Added),"Health,Melee",Prefix,,,10,,0.0,,2.3% To 2.9%,3% To 3.6%,3.7% To 4.3%,4.4% To 5%,5.1% To 6.3%,7.5% To 9.5%,9.6% To 12.5%,20% To 25%
One-Handed Sword,Minion,98,Damage Over Time For Minions,Minion Damage Over Time (Increased),"Damage Over Time,Minion",Suffix,,,48,,50.0,,10% To 20%,21% To 30%,31% To 40%,41% To 50%,51% To 70%,90% To 110%,111% To 140%,224% To 280%
One-Handed Sword,Minion,64,Minion Melee And Bow Damage,"Minion Melee Damage (Added)
Minion Bow Damage (Added)","Melee,Ranged,Minion",Suffix,,,20,,70.0,,"2
2","3
3","4 To 5
4 To 5","6 To 7
6 To 7","7 To 10
7 To 10","12 To 14
12 To 14","15 To 18
15 To 18","26 To 32
26 To 32"
One-Handed Sword,Minion,643,Minion Melee And Spell Damage,"Minion Melee Damage (Added)
Minion Spell Damage (Added)","Melee,Spell,Minion",Suffix,,,18,,55.0,,"2
2","3
3","4 To 5
4 To 5","6 To 7
6 To 7","7 To 10
7 To 10","12 To 14
12 To 14","15 To 18
15 To 18","26 To 32
26 To 32"
One-Handed Sword,Ailments,428,Chance To Apply Frailty On Melee Hit,Chance To Apply Frailty On Melee Hit (Added),Melee,Suffix,Frailty,,25,,0.0,,20% To 23%,23% To 29%,29% To 34%,35% To 40%,41% To 49%,60% To 74%,75% To 97%,154% To 171%
One-Handed Sword,Ailments,60,Chance To Blind On Hit,Chance To Blind On Hit (Added),"Blind,Negative Ailment",Suffix,Blind,,5,,80.0,,10% To 12%,13% To 16%,17% To 20%,20% To 23%,24% To 30%,40% To 49%,50% To 65%,100%
One-Handed Sword,Ailments,56,Chance To Chill On Hit,Chance To Chill On Hit (Added),"Slow,Negative Ailment,Cold",Suffix,Chill,,1,,50.0,,10% To 12%,13% To 16%,17% To 20%,20% To 23%,24% To 30%,40% To 49%,50% To 65%,104% To 130%
One-Handed Sword,Ailments,55,Chance To Ignite On Hit,Chance To Ignite On Hit (Added),"Damaging Ailment,Fire,Damage Over Time",Suffix,Ignite,,1,,50.0,,10% To 12%,13% To 16%,17% To 20%,20% To 23%,24% To 30%,40% To 49%,50% To 65%,104% To 130%
One-Handed Sword,Ailments,68,Chance To Inflict Bleed On Hit,Chance To Inflict Bleed On Hit (Added),"Damaging Ailment,Physical,Damage Over Time",Suffix,Bleed,,1,,30.0,,10% To 12%,13% To 16%,17% To 20%,20% To 23%,24% To 30%,40% To 49%,50% To 65%,104% To 130%
One-Handed Sword,Ailments,54,Chance To Poison On Hit,Chance To Poison On Hit (Added),"Damaging Ailment,Poison,Damage Over Time",Suffix,Poison,,13,,50.0,,10% To 12%,13% To 16%,17% To 20%,20% To 23%,24% To 30%,40% To 49%,50% To 65%,104% To 130%
One-Handed Sword,Ailments,85,Chance To Shock On Hit,Chance To Shock On Hit (Added),"Resistance Reduction,Lightning",Suffix,Shock,,20,,50.0,,10% To 12%,13% To 16%,17% To 20%,20% To 23%,24% To 30%,40% To 49%,50% To 65%,104% To 130%
One-Handed Sword,Ailments,86,Chance To Shred Armor On Hit,Chance To Shred Armor On Hit (Added),"Armour,Defence Reduction",Suffix,Shred Armor,,27,,50.0,,20% To 30%,31% To 40%,41% To 55%,56% To 70%,71% To 100%,125% To 150%,151% To 200%,320% To 400%
One-Handed Sword,Ailments,57,Chance To Slow On Hit,Chance To Slow On Hit (Added),"Slow,Negative Ailment",Suffix,Slow,,1,,75.0,,10% To 12%,13% To 16%,17% To 20%,20% To 23%,24% To 30%,40% To 49%,50% To 65%,104% To 130%
One-Handed Sword,Set,787,Blade Of The Forgotten Knight Reforged,"Void Damage (Increased)
Chance To Gain Haste For 1 Second On Hit (Added)","Haste,Void",Prefix,Haste,,1,,,An Item With This Affix Counts As A Substitute For Blade Of The Forgotten Knight For The Purpose Of Getting The Set Bonus,"20% To 22%
11%","23% To 26%
12%","27% To 32%
13%","33% To 39%
14%","40% To 50%
15%","60% To 79%
18% To 20%","80% To 100%
21% To 25%","160% To 200%
40% To 50%"
One-Handed Sword,Set,812,Shard Of The Shattered Lance Reforged,"Health Regen (Added)
Cold Melee Damage (Added)","Health,Regeneration,Cold,Melee",Prefix,,,1,,,An Item With This Affix Counts As A Substitute For Shard Of The Shattered Lance For The Purpose Of Getting The Set Bonus,"1
2 To 3","2
4 To 6","3
7 To 9","4
10 To 12","5
13 To 15","6 To 7
20 To 24","8 To 10
25 To 30","16 To 20
38 To 45"
Sceptre,Melee,2,Melee Attack Speed,Melee Attack Speed (Increased),"Melee,Attack Speed",Prefix,,,1,,0.0,,4% To 5%,6% To 7%,8% To 9%,10% To 11%,12% To 15%,18% To 23%,24% To 30%,46% To 53%
Sceptre,Melee,78,Melee Cold Damage,Melee Cold Damage (Added),"Cold,Melee",Prefix,,,1,,25.0,,2 To 3,4 To 6,6 To 9,9 To 11,12 To 15,23 To 29,29 To 37,49 To 57
Sceptre,Melee,62,Melee Critical Strike Chance,Melee Critical Strike Chance (Added),"Critical,Melee",Prefix,,,1,,20.0,,1%,1%,2%,2%,3%,4% To 5%,5% To 6%,8% To 10%
Sceptre,Melee,89,Melee Damage,Melee Damage (Increased),Melee,Prefix,,,1,,0.0,,6% To 11%,11% To 17%,18% To 25%,26% To 33%,34% To 49%,57% To 79%,80% To 103%,165% To 206%
Sceptre,Melee,77,Melee Fire Damage,Melee Fire Damage (Added),"Fire,Melee",Prefix,,,1,,25.0,,2 To 3,4 To 6,6 To 9,9 To 11,12 To 15,23 To 29,29 To 37,49 To 57
Sceptre,Melee,79,Melee Lightning Damage,Melee Lightning Damage (Added),"Lightning,Melee",Prefix,,,1,,25.0,,2 To 3,4 To 6,6 To 9,9 To 11,12 To 15,23 To 29,29 To 37,49 To 57
Sceptre,Melee,63,Melee Physical Damage,Melee Physical Damage (Added),"Physical,Melee",Prefix,,,1,,0.0,,2 To 3,4 To 6,6 To 9,9 To 11,12 To 15,23 To 29,29 To 37,49 To 57
Sceptre,Melee,76,Melee Void Damage,Melee Void Damage (Added),"Void,Melee",Prefix,,,1,,0.0,,2 To 3,4 To 6,6 To 9,9 To 11,12 To 15,23 To 29,29 To 37,49 To 57
Sceptre,Melee,91,Increased Stun Chance With Melee Attacks,Increased Melee Stun Chance (Added),"Stun,Negative Ailment,Melee",Suffix,,,1,,0.0,,23% To 31%,32% To 43%,43% To 54%,55% To 66%,66% To 80%,103% To 126%,126% To 160%,256% To 320%
Sceptre,Spell,4,Cast Speed,Cast Speed (Increased),Cast Speed,Prefix,,,1,,0.0,,4% To 5%,6% To 7%,8% To 9%,10% To 11%,12% To 15%,18% To 23%,24% To 30%,46% To 53%
Sceptre,Spell,84,Spell Critical Strike Chance,Spell Critical Strike Chance (Increased),"Critical,Spell",Prefix,,,15,,60.0,,20% To 25%,26% To 34%,35% To 43%,44% To 54%,55% To 75%,95% To 115%,116% To 150%,240% To 300%
Sceptre,Spell,38,Spell Damage,Spell Damage (Increased),Spell,Prefix,,,1,,0.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Sceptre,General,5,Critical Strike Chance,Critical Strike Chance (Increased),Critical,Prefix,,,1,,20.0,,15% To 20%,21% To 25%,26% To 30%,31% To 35%,36% To 50%,60% To 75%,76% To 100%,160% To 200%
Sceptre,General,6,Critical Strike Multiplier,Critical Strike Multiplier (Added),Critical,Prefix,,,20,,40.0,,7% To 9%,10% To 12%,13% To 16%,17% To 20%,21% To 25%,32% To 40%,41% To 50%,80% To 100%
Sceptre,General,72,Damage Over Time,Damage Over Time (Increased),Damage Over Time,Prefix,,,1,,0.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Sceptre,General,58,Increased Stun Chance,Increased Stun Chance (Added),"Stun,Negative Ailment",Suffix,,,1,,0.0,,15% To 25%,26% To 35%,36% To 45%,46% To 60%,61% To 80%,100% To 130%,131% To 170%,272% To 340%
Sceptre,Damage Type,16,Cold Damage,Cold Damage (Increased),Cold,Prefix,,,1,,50.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Sceptre,Damage Type,9,Elemental Damage,Elemental Damage (Increased),Elemental,Prefix,,,8,,0.0,,5% To 9%,10% To 16%,17% To 24%,25% To 32%,33% To 45%,55% To 70%,71% To 90%,144% To 180%
Sceptre,Damage Type,12,Fire Damage,Fire Damage (Increased),Fire,Prefix,,,1,,50.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Sceptre,Damage Type,23,Lightning Damage,Lightning Damage (Increased),Lightning,Prefix,,,1,,50.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Sceptre,Damage Type,18,Necrotic Damage,Necrotic Damage (Increased),Necrotic,Prefix,,,6,"Acolyte,Non-Specific",0.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Sceptre,Damage Type,30,Physical Damage,Physical Damage (Increased),Physical,Prefix,,,1,,0.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Sceptre,Damage Type,61,Poison Damage,Poison Damage (Increased),"Damaging Ailment,Poison,Damage Over Time",Prefix,,,11,,30.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Sceptre,Damage Type,15,Void Damage,Void Damage (Increased),Void,Prefix,,,15,"Sentinel,Non-Specific",40.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Sceptre,Damage Type,721,Cold Penetration And Minion Cold Penetration,"Cold Penetration (Added)
Minion Cold Penetration (Added)","Penetration,Cold,Minion",Suffix,,,60,,85.0,,"2%
2%","2%
2%","3%
3%","4% To 5%
4% To 5%","5% To 7%
5% To 7%","9% To 10%
9% To 10%","11% To 13%
11% To 13%","20% To 25%
20% To 25%"
Sceptre,Damage Type,720,Fire Penetration And Minion Fire Penetration,"Fire Penetration (Added)
Minion Fire Penetration (Added)","Penetration,Fire,Minion",Suffix,,,60,,85.0,,"2%
2%","2%
2%","3%
3%","4% To 5%
4% To 5%","5% To 7%
5% To 7%","9% To 10%
9% To 10%","11% To 13%
11% To 13%","20% To 25%
20% To 25%"
Sceptre,Damage Type,722,Lightning Penetration And Minion Lightning Penetration,"Lightning Penetration (Added)
Minion Lightning Penetration (Added)","Penetration,Lightning,Minion",Suffix,,,60,,85.0,,"2%
2%","2%
2%","3%
3%","4% To 5%
4% To 5%","5% To 7%
5% To 7%","9% To 10%
9% To 10%","11% To 13%
11% To 13%","20% To 25%
20% To 25%"
Sceptre,Damage Type,724,Necrotic Penetration And Minion Necrotic Penetration,"Necrotic Penetration (Added)
Minion Necrotic Penetration (Added)","Penetration,Necrotic,Minion",Suffix,,,60,,85.0,,"2%
2%","2%
2%","3%
3%","4% To 5%
4% To 5%","5% To 7%
5% To 7%","9% To 10%
9% To 10%","11% To 13%
11% To 13%","20% To 25%
20% To 25%"
Sceptre,Damage Type,719,Physical Penetration And Minion Physical Penetration,"Physical Penetration (Added)
Minion Physical Penetration (Added)","Penetration,Physical,Minion",Suffix,,,60,,85.0,,"2%
2%","2%
2%","3%
3%","4% To 5%
4% To 5%","5% To 7%
5% To 7%","9% To 10%
9% To 10%","11% To 13%
11% To 13%","20% To 25%
20% To 25%"
Sceptre,Damage Type,725,Poison Penetration And Minion Poison Penetration,"Poison Penetration (Added)
Minion Poison Penetration (Added)","Penetration,Damaging Ailment,Poison,Damage Over Time,Minion",Suffix,,,60,,88.0,,"2%
2%","2%
2%","3%
3%","4% To 5%
4% To 5%","5% To 7%
5% To 7%","9% To 10%
9% To 10%","11% To 13%
11% To 13%","20% To 25%
20% To 25%"
Sceptre,Damage Type,723,Void Penetration And Minion Void Penetration,"Void Penetration (Added)
Minion Void Penetration (Added)","Penetration,Void,Minion",Suffix,,,60,,85.0,,"2%
2%","2%
2%","3%
3%","4% To 5%
4% To 5%","5% To 7%
5% To 7%","9% To 10%
9% To 10%","11% To 13%
11% To 13%","20% To 25%
20% To 25%"
Sceptre,Health Recovery,20,Health On Kill,Health Gain On Kill (Added),"Health,Recovery",Suffix,,,1,,0.0,,2,3 To 4,5 To 6,7 To 8,9 To 12,18 To 26,27 To 36,60 To 75
Sceptre,Mana,759,Mana And Mana Spent Gained As Ward,"Mana (Added)
Mana Spent Gained As Ward (Added)","Mana,Ward",Prefix,,,43,,0.0,,"6 To 10
6% To 8%","10 To 14
9% To 11%","15 To 19
12% To 15%","20 To 26
16% To 20%","26 To 34
21% To 29%","43 To 51
37% To 46%","52 To 69
46% To 57%","110 To 137
91% To 114%"
Sceptre,Mana,506,Spell Damage And Reduced Mana Cost,"Spell Damage (Increased)
Mana Cost For Spell Skills (Added)","Mana,Spell",Prefix,,,1,,0.0,,"5% To 10%
-3","11% To 20%
-3","21% To 30%
-3","31% To 40%
-3","41% To 50%
-3","60% To 75%
-4","76% To 100%
-5","200% To 225%
-7"
Sceptre,Leech,42,Lightning Damage And Leech,"Lightning Spell Damage (Added)
Lightning Damage Leeched As Health (Added)","Health,Lightning,Spell",Prefix,,,18,,0.0,,"3 To 4
0.3% To 0.4%","5 To 6
0.5% To 0.6%","7 To 8
0.7% To 0.8%","9 To 11
0.9% To 1.1%","12 To 15
1.2% To 1.5%","19 To 24
1.8% To 2.3%","25 To 30
2.4% To 3%","41 To 45
4.8% To 6%"
Sceptre,Leech,69,Melee Damage Leeched As Health,Melee Damage Leeched As Health (Added),"Health,Melee",Prefix,,,10,,0.0,,2.3% To 2.9%,3% To 3.6%,3.7% To 4.3%,4.4% To 5%,5.1% To 6.3%,7.5% To 9.5%,9.6% To 12.5%,20% To 25%
Sceptre,Minion,643,Minion Melee And Spell Damage,"Minion Melee Damage (Added)
Minion Spell Damage (Added)","Melee,Spell,Minion",Suffix,,,18,,55.0,,"2
2","3
3","4 To 5
4 To 5","6 To 7
6 To 7","7 To 10
7 To 10","12 To 14
12 To 14","15 To 18
15 To 18","26 To 32
26 To 32"
Sceptre,Minion,102,Minion Spell And Bow Damage,"Minion Spell Damage (Added)
Minion Bow Damage (Added)","Ranged,Spell,Minion",Suffix,,,22,,70.0,,"2
2","3
3","4 To 5
4 To 5","6 To 7
6 To 7","7 To 10
7 To 10","12 To 14
12 To 14","15 To 18
15 To 18","26 To 32
26 To 32"
Sceptre,Ailments,60,Chance To Blind On Hit,Chance To Blind On Hit (Added),"Blind,Negative Ailment",Suffix,Blind,,5,,80.0,,10% To 12%,13% To 16%,17% To 20%,20% To 23%,24% To 30%,40% To 49%,50% To 65%,100%
Sceptre,Ailments,56,Chance To Chill On Hit,Chance To Chill On Hit (Added),"Slow,Negative Ailment,Cold",Suffix,Chill,,1,,50.0,,10% To 12%,13% To 16%,17% To 20%,20% To 23%,24% To 30%,40% To 49%,50% To 65%,104% To 130%
Sceptre,Ailments,55,Chance To Ignite On Hit,Chance To Ignite On Hit (Added),"Damaging Ailment,Fire,Damage Over Time",Suffix,Ignite,,1,,50.0,,10% To 12%,13% To 16%,17% To 20%,20% To 23%,24% To 30%,40% To 49%,50% To 65%,104% To 130%
Sceptre,Ailments,54,Chance To Poison On Hit,Chance To Poison On Hit (Added),"Damaging Ailment,Poison,Damage Over Time",Suffix,Poison,,13,,50.0,,10% To 12%,13% To 16%,17% To 20%,20% To 23%,24% To 30%,40% To 49%,50% To 65%,104% To 130%
Sceptre,Ailments,85,Chance To Shock On Hit,Chance To Shock On Hit (Added),"Resistance Reduction,Lightning",Suffix,Shock,,20,,50.0,,10% To 12%,13% To 16%,17% To 20%,20% To 23%,24% To 30%,40% To 49%,50% To 65%,104% To 130%
Sceptre,Ailments,57,Chance To Slow On Hit,Chance To Slow On Hit (Added),"Slow,Negative Ailment",Suffix,Slow,,1,,75.0,,10% To 12%,13% To 16%,17% To 20%,20% To 23%,24% To 30%,40% To 49%,50% To 65%,104% To 130%
Sceptre,Ailments,11,Freeze Rate Multiplier,Freeze Rate Multiplier (Added),"Freeze,Negative Ailment,Cold",Suffix,,,10,,0.0,,20% To 35%,36% To 60%,61% To 90%,91% To 130%,131% To 180%,230% To 300%,301% To 400%,640% To 800%
Sceptre,Set,782,Boardman'S Plank Reforged,"Seconds Of Enrage Granted To Companions Hit By Your Storm Totem (Added)
Chance To Summon A Storm Totem On Hit With Tempest Strike (Added)","Lightning,Minion",Prefix,,"Summon Storm Totem,Tempest Strike",1,,,An Item With This Affix Counts As A Substitute For Boardman'S Plank For The Purpose Of Getting The Set Bonus,"1 To 2
10% To 12%","3 To 4
13% To 15%","5 To 6
16% To 18%","7 To 8
19% To 21%","9 To 10
22% To 25%","12 To 15
30% To 39%","16 To 21
40% To 50%","30 To 36
80% To 100%"
Sceptre,Set,792,Gaspar'S Will Reforged,"Fire Cast Speed (Increased)
Chance To Cast Decimate When You Directly Use A Fire Spell (4 Second Cooldown) (Added)","Cooldown,Fire,Spell,Cast Speed",Prefix,,Decimate,1,,,An Item With This Affix Counts As A Substitute For Gaspar'S Will For The Purpose Of Getting The Set Bonus,"5% To 6%
50% To 59%","7% To 8%
60% To 69%","9% To 10%
70% To 79%","11% To 12%
80% To 89%","13% To 14%
90% To 100%","18% To 22%
100%","23% To 28%
100%","43% To 49%
100%"
Dagger,Melee,943,Added Melee And Spell Necrotic Damage,"Necrotic Melee Damage (Added)
Necrotic Spell Damage (Added)","Necrotic,Melee,Spell",Prefix,,,35,,20.0,,"2 To 3
2","3 To 5
3 To 4","6 To 8
5 To 6","9 To 11
6 To 7","11 To 14
8 To 12","21 To 26
16 To 19","27 To 34
19 To 23","57 To 69
38 To 46"
Dagger,Melee,2,Melee Attack Speed,Melee Attack Speed (Increased),"Melee,Attack Speed",Prefix,,,1,,0.0,,4% To 5%,6% To 7%,8% To 9%,10% To 11%,12% To 15%,18% To 23%,24% To 30%,46% To 53%
Dagger,Melee,78,Melee Cold Damage,Melee Cold Damage (Added),"Cold,Melee",Prefix,,,1,,25.0,,2 To 3,4 To 6,6 To 9,9 To 11,12 To 15,23 To 29,29 To 37,49 To 57
Dagger,Melee,62,Melee Critical Strike Chance,Melee Critical Strike Chance (Added),"Critical,Melee",Prefix,,,1,,20.0,,1%,1%,2%,2%,3%,4% To 5%,5% To 6%,8% To 10%
Dagger,Melee,89,Melee Damage,Melee Damage (Increased),Melee,Prefix,,,1,,0.0,,6% To 11%,11% To 17%,18% To 25%,26% To 33%,34% To 49%,57% To 79%,80% To 103%,165% To 206%
Dagger,Melee,77,Melee Fire Damage,Melee Fire Damage (Added),"Fire,Melee",Prefix,,,1,,25.0,,2 To 3,4 To 6,6 To 9,9 To 11,12 To 15,23 To 29,29 To 37,49 To 57
Dagger,Melee,79,Melee Lightning Damage,Melee Lightning Damage (Added),"Lightning,Melee",Prefix,,,1,,25.0,,2 To 3,4 To 6,6 To 9,9 To 11,12 To 15,23 To 29,29 To 37,49 To 57
Dagger,Melee,63,Melee Physical Damage,Melee Physical Damage (Added),"Physical,Melee",Prefix,,,1,,0.0,,2 To 3,4 To 6,6 To 9,9 To 11,12 To 15,23 To 29,29 To 37,49 To 57
Dagger,Melee,76,Melee Void Damage,Melee Void Damage (Added),"Void,Melee",Prefix,,,1,,0.0,,2 To 3,4 To 6,6 To 9,9 To 11,12 To 15,23 To 29,29 To 37,49 To 57
Dagger,Melee,91,Increased Stun Chance With Melee Attacks,Increased Melee Stun Chance (Added),"Stun,Negative Ailment,Melee",Suffix,,,1,,0.0,,23% To 31%,32% To 43%,43% To 54%,55% To 66%,66% To 80%,103% To 126%,126% To 160%,256% To 320%
Dagger,Spell,4,Cast Speed,Cast Speed (Increased),Cast Speed,Prefix,,,1,,0.0,,4% To 5%,6% To 7%,8% To 9%,10% To 11%,12% To 15%,18% To 23%,24% To 30%,46% To 53%
Dagger,General,5,Critical Strike Chance,Critical Strike Chance (Increased),Critical,Prefix,,,1,,20.0,,15% To 20%,21% To 25%,26% To 30%,31% To 35%,36% To 50%,60% To 75%,76% To 100%,160% To 200%
Dagger,General,6,Critical Strike Multiplier,Critical Strike Multiplier (Added),Critical,Prefix,,,20,,40.0,,7% To 9%,10% To 12%,13% To 16%,17% To 20%,21% To 25%,32% To 40%,41% To 50%,80% To 100%
Dagger,General,72,Damage Over Time,Damage Over Time (Increased),Damage Over Time,Prefix,,,1,,0.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
