group,id,title,type,rarity,subtype,level,class,min_drop_level,implicit,explicit,lp_level,lp0_pct,lp1_pct,lp2_pct,lp3_pct,lp4_pct,lp_remarks,global_drop_reroll_chance,rune_of_ascendance_chance,vendor_cost,timeline,dungeon,arena,bossfight,related_ailments,related_abilities,lore
Regular Unique Items,284,The Ghost Maker,Dagger,Unique,Rune Dagger,61,,,"+ 36 Melee Damage
+ (3% to 4%) Critical Strike Chance
+ (30 to 40) Spell Damage","(61 to 66) Ward Gain on Kill
+ (61 to 66) Necrotic Damage for Damage Over Time Spells
(11 to 16) % Chance to Cast Summon Wraith when you or one of your Wraiths kills an enemy
(22 to 36) % Chance to Cast Infernal Shade when you or one of your Wraiths kills an enemy
(61% to 66%) More Infernal Shade Damage per active Wraith against Bosses and Rare Enemies This counts the number of wraiths that were active when you cast Infernal Shade. This effect is multiplicative with other damage modifiers.
(36 to 61) % Increased Area for Infernal Shade and for your Summoned Wraiths' Melee Attacks",85,87.17%,12.41%,0.42%,0.0033%,2.1E-7%,,0%,14.49%,,"Reign of Dragons Timeline (""Unique or Set Sword or Dagger"" echo rewards) - 4.08% chance",,,,,"Summon Wraith
Infernal Shade",A precise and expertly crafted tool for cutting a soul from a body
Regular Unique Items,388,Cocooned Dagger,Dagger,,,,,,,Contains a random unique dagger,,,,,,,,,,,,,,,,,
Regular Unique Items,442,Velocyn'S Jaw,Primordial Dagger,Unique,Chitin Dagger,75,,,"+ 41 Melee Damage
+ 4% Critical Strike Chance
+ (40% to 80%) Chance to apply Poison on Hit","+ (3 to 4) to Level of Dexterity Skills
+ (10 to 16) Dexterity
1% increased Movement Speed per 10 Dexterity
(4% to 10%) increased Movement Speed
(10% to 20%) Chance to gain Haste for 1 second on Hit
+ (20 to 40) % Penetration against all Resistances",75,82.19%,16.84%,0.96%,0.014%,0.0000039%,Primordial Unique item - only one Primordial item of any kind can be equipped at a time,,,"Skarven Bloodhorn
Ancient Bones x 20,000
Primordial Fang x 25
Primordial Horn x 10
Crystallized Heart x 1",,,,Rift Beast - 0.02% chance (drop chance increases with evolution and greatly increases with corruption),"Haste
Poison",,
Regular Unique Items,38,Alchemist'S Ladle,Wand,Unique,Rowan Wand,1,,,"+ 3 Spell Damage
-3 Mana Cost for Spell Skills","(20 to 45) % chance to ignite, chill, shock, bleed, slow, poison, and blind on melee hit
13% increased Melee Attack Speed",0,36%,39.68%,19.7%,4.25%,0.37%,,50%,8.55%,,"The Stolen Lance Timeline (""Unique or Set Wand or Catalyst"" echo rewards) - 3.17% chance",,,,"Ignite
Bleed
Chill
Shock
Slow
Poison
Blind",,"Infused with countless potions, its effects are unpredictable."
Regular Unique Items,321,Mad Alchemist'S Ladle,Wand,Unique,Birch Wand,17,,,"+ (12 to 16) Spell Damage
+ (20 to 30) Mana
-3 Mana Cost for Spell Skills","+ (8% to 48%) Chance to apply Slow on Spell Hit
+ (8% to 48%) Chance to apply Frailty on Spell Hit
+ (8% to 48%) Chance to apply Shred Armor on Spell Hit
+ (8% to 48%) Chance to apply Electrify on Spell Hit
+ (8% to 48%) Chance to apply Poison on Spell Hit
6% more Spell Damage per Negative Ailment on the Target (up to 8)
+ 1% increased Cast Speed per 2 Intelligence
1 Mana Gained on Potion Use per 4 Intelligence",17,47.56%,37.71%,12.85%,1.82%,0.062%,,,,,,,,Exiled Mage (Rune Prison encounters) - 1.25% chance (drop chance increases with area level and corruption),"Slow
Frailty
Shred Armor
Electrify
Poison",,"Infused with countless potions, its effects are very unpredictable."
Regular Unique Items,37,Cinder Song,Wand,Unique,Archive Wand,40,,,"+ (4 to 6) Spell Damage
-3 Mana Cost for Spell Skills","+ 1 to Level of Fire Spell Skills
+ (17 to 22) Fire Spell Damage
(120% to 170%) increased Fire Damage
(15 to 25) % chance to inflict Spreading Flames on Hit Spreading flames deals fire damage over time and spreads between enemies. It does not stack.
-3 Mana Cost for Fire Spells
+ 2 Projectiles for Fireball If you have the Embers node on the Fireball tree, this bonus is affected by the additional projectiles penalty on that node.",40,62.28%,31.29%,6.01%,0.42%,0.0032%,,25%,12.82%,,"The Stolen Lance Timeline (""Unique or Set Wand or Catalyst"" echo rewards) - 4.76% chance",,,,Spreading Flames,Fireball,An ode to fires past.
Regular Unique Items,308,Abacus Rod,Wand,Unique,Archive Wand,50,,,"+ (4 to 6) Spell Damage
-3 Mana Cost for Spell Skills","+ (50 to 55) Spell Damage
+ (1 to 5) to Level of Runebolt
Runebolt's element always matches the last skill you used directly that had a single elemental tag Elemental tags are Fire, Cold, and Lightning.
Runebolts that have a different element to the last Runebolt you cast grant you a stack of Numeromancy (up to 5) and refresh the duration of existing stacks Numeromancy stacks last 5 seconds
+5 Spell Damage per stack of Numeromancy
5% increased Cast Speed per stack of Numeromancy",50,68.31%,27.54%,3.96%,0.19%,0.00068%,,0%,17.09%,,"The Stolen Lance Timeline (""Unique or Set Wand or Catalyst"" echo rewards) - 6.35% chance",,,,,"Runebolt
Runebolt","""Runes provide order to magic, a way to shape it, harness it, and use it for one's will. Follow their structure and you shall remain in control, break it and you shall loose the madness between the lines."" - Arch Runemaster Unvar to the college of Kolheim."
Regular Unique Items,351,Triboelectra,Wand,Unique,Siren Wand,45,,,"+ (52 to 56) Spell Damage
(5% to 10%) increased Cast Speed
(-3 to -4) Mana Cost for Spell Skills","+ (2 to 3) to Level of Lightning Spell Skills
+ (2 to 5) Tendrils with Static Orb
(50% to 115%) Increased Shock Duration
When you use Evade you cast Static Orb for 90% of its mana cost Static Orb is cast in the direction of travel and detonates at the destination. No effect if you are out of mana.
When you use Evade you transfer all stacks of Shock on you to nearby enemies The duration of shock applied to the enemies is the full duration of shock you normally apply
(20% to 35%) increased Cooldown Recovery Speed for Evade",50,68.31%,27.54%,3.96%,0.19%,0.00068%,,30%,11.97%,,"The Stolen Lance Timeline (""Unique or Set Wand or Catalyst"" echo rewards) - 4.44% chance",,,,Shock,"Static Orb
Evade (Primalist)
Evade (Mage)
Evade (Sentinel)
Evade (Acolyte)
Evade (Rogue)",
Regular Unique Items,39,Reach Of The Grave,Wand,Unique,Archive Wand,5,,,"+ (4 to 6) Spell Damage
-3 Mana Cost for Spell Skills","Your minions' spells and bow attacks deal (70 to 120) % increased damage
Your minions leech 10% of damage dealt by their spells and bow attacks as health
(7% to 12%) increased Minion Bow Attack Speed
(7% to 12%) increased Minion Cast Speed",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,0%,17.09%,,"The Stolen Lance Timeline (""Unique or Set Wand or Catalyst"" echo rewards) - 6.35% chance",,,,,,The touch of death reaches far beyond the grave.
Regular Unique Items,310,Wrongwarp,Wand,Unique,Crystal Wand,83,,,"+ (50 to 60) Spell Damage
+ (50 to 60) Mana
(-3 to -5) Mana Cost for Spell Skills","When you cast Teleport or Transplant you are teleported to a random nearby location, become immune to all damage for 1 second, and gain Chronowarp for 10 seconds. The random teleportation range is 3 to 6 metres.
Chronowarp grants 35% increased cast speed and movement speed Chronowarp cannot stack
When you cast teleport or transplant you time lock up to 10 enemies around the destination for 1 second. Bosses are slowed instead of time locked. Max range of 4 meters. Timelocked enemies cannot move or attack, as if they are stunned.
(10% to 35%) Chance to gain Haste for 1 second on Hit
2% increased Spell Damage per 1% increased Movement Speed
(5 to 10) % increased Cooldown Recovery Speed for Teleport and Transplant",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,80%,3.42%,,"The Stolen Lance Timeline (""Unique or Set Wand or Catalyst"" echo rewards) - 1.27% chance",,,,Haste,"Transplant
Teleport",
Regular Unique Items,181,Marina'S Lost Soul,Wand,Unique,Profane Wand,78,,,"+ (56 to 66) Necrotic Spell Damage
(56% to 66%) increased Curse Damage
(-3 to -5) Mana Cost for Spell Skills","+ (10 to 25) Necrotic Spell Damage
(100% to 160%) increased Spell Damage
(12% to 20%) increased Cast Speed
+ 20% Necrotic Penetration with Possess per stack of Damned on You (up to 7)
You are Damned when you cast a spell Damned is a stacking ailment that deals necrotic damage over time and reduces health regeneration by 20%
10% reduced Health",78,83.72%,15.5%,0.77%,0.0096%,0.0000017%,,30%,11.97%,,"The Stolen Lance Timeline (""Unique or Set Wand or Catalyst"" echo rewards) - 4.44% chance",,,,"Possess
Damned",Hungering Souls,"Countess Marina revived the cursed land of Urix in the name of the Emperor, unaware that some spirits are better left in the shadows."
Regular Unique Items,390,Cocooned Wand,Wand,,,,,,,Contains a random unique wand,,,,,,,,,,,,,,,,,
Regular Unique Items,432,Horn Of The Bone Wisp,Primordial Wand,Unique,Ivory Wand,31,,,"+ (20 to 26) Spell Damage
+ (20% to 30%) Ward Retention
-3 Mana Cost for Spell Skills","+ (3 to 4) to Level of Intelligence Skills
+ (10 to 16) Intelligence
(25% to 49%) chance to cast Flame Ward after using a movement skill within 16 metres of a boss or rare enemy (max 2 per 16 seconds)
+ (20 to 25) Spell Damage for you and your Minions
(100% to 160%) increased Spell Damage
(100% to 160%) increased Minion Damage",55,71.23%,25.52%,3.13%,0.13%,0.00029%,Primordial Unique item - only one Primordial item of any kind can be equipped at a time,,,"Skarven Bloodhorn
Ancient Bones x 14,500
Primordial Feather x 17
Primordial Horn x 19",,,,Rift Beast - 0.03% chance (drop chance increases with evolution and greatly increases with corruption),,Flame Ward,Wisps once took physical form upon the shifting surface of Eterra
Regular Unique Items,244,Harthenon'S Vow,Two-Handed Axe,Unique,Refuge Axe,1,,,+ 25 Melee Damage,"+ (18 to 25) Physical Melee Damage
+ (5 to 9) Strength
+ 5 Health Gained on Companion Hit Companions are a specific type of minion summoned by Primalists. This grants you health whenever one of your companions hits an enemy.
(36% to 54%) Increased Companion Revive Range
(36% to 54%) Increased Companion Revive Speed",0,36%,39.68%,19.7%,4.25%,0.37%,,0%,24.69%,,"Reign of Dragons Timeline (""Unique or Set Axe Mace or Spear"" echo rewards) - 3.45% chance",,,,,,"""My first loyalty is to those who follow me. I will not abandon them"" - Harthenon, Last Druid of the Verdant Isle."
Regular Unique Items,40,Bone Harvester,Two-Handed Axe,Unique,Bearded Axe,21,,,"+ 42 Melee Damage
(24% to 50%) increased Minion Damage","+ (45 to 60) Necrotic Melee Damage
+ (9 to 13) Intelligence
20% chance to summon a Skeleton Harvester for 15 seconds on kill",21,50.2%,36.86%,11.45%,1.45%,0.039%,,0%,24.69%,,"Reign of Dragons Timeline (""Unique or Set Axe Mace or Spear"" echo rewards) - 3.45% chance",,,,,Summon Skeleton Harvester,Some kill without a purpose. Acolytes kill for the harvest.
Regular Unique Items,230,Usurper'S Mandate,Two-Handed Axe,Unique,Bone Scythe,66,,,"+ 113 Melee Damage
+ (13% to 29%) Necrotic Penetration
+ (13% to 29%) Minion Necrotic Penetration","+ (1 to 2) to Level of Acolyte Minion Skills
(13% to 26%) Chance to gain 50 Health on Minion Hit Grants a chance to regain health when one of your minions hits an enemy
(13% to 26%) Chance to gain 50 Health on Minion Death Grants a chance to regain health when one of your minions dies
+ (52 to 113) Health
Your minions cannot be Stunned",40,62.28%,31.29%,6.01%,0.42%,0.0032%,,0%,24.69%,,"Reign of Dragons Timeline (""Unique or Set Axe Mace or Spear"" echo rewards) - 3.45% chance",,,,,,"""Only one with the blood and bones of a king may rule. Fortunately, I have both"" - Venred the Usurper"
Regular Unique Items,179,Apathy'S Maw,Two-Handed Axe,Unique,Obsidian Axe,65,,,"+ 101 Melee Damage
(75% to 110%) increased Physical Damage
(75% to 110%) increased Minion Physical Damage","+ (90 to 120) Void Melee Damage
+ 100% Chance to apply Doom on Hit
(20% to 50%) Increased Doom Duration
(20% to 50%) Void Penetration with Doom
(50% to 100%) increased Melee Damage
(50% to 100%) Increased Leech Rate",65,76.86%,21.26%,1.84%,0.047%,0.000041%,,,,,Confluence of Oblivion Woven Echo (Minimum corruption 50) - 50% chance (drop chance increases with extra corruption above 50 and is higher the further the echo is from the center),,,Shade of Orobyss (Minimum corruption 50) - 25% chance (drop chance increases with extra corruption above 50 and is higher the further the echo is from the center),Doom,,Forsake the darkening sky and let the ground swallow your mind.
Regular Unique Items,338,Sword Catcher,Two-Handed Axe,Unique,Bardiche,71,,,"+ 130 Melee Damage
+ (130% to 190%) Chance to apply Bleed on Melee Hit","+ (10% to 13%) Parry Chance
+ (1 to 6) to Level of Melee Skills
+ (28 to 39) Melee Damage for you and your Minions
100% chance on Parry to restore you and a random minion to full health and grant Frenzy for 5 seconds Grants frenzy to you and the healed minion
+ (39 to 60) Melee Damage while you have Frenzy Increased by effects that increase the effect of Frenzy on you
(39% to 60%) increased Effect of Frenzy on You",71,80.1%,18.62%,1.26%,0.024%,0.000011%,,60%,9.88%,,"Reign of Dragons Timeline (""Unique or Set Axe Mace or Spear"" echo rewards) - 1.38% chance",,,,"Frenzy
Bleed",,"""The wild cannot be protected by unnatural things, by stone walls or iron shields. The flame and steel that would destroy it must be stopped in their tracks and broken by the primal rage of its defenders."" - Nomad Chief Thulr"
Regular Unique Items,220,Death'S Embrace,Two-Handed Axe,Unique,Bone Scythe,75,,,"+ 113 Melee Damage
+ (13% to 29%) Necrotic Penetration
+ (13% to 29%) Minion Necrotic Penetration","+ (40 to 60) Necrotic Melee Damage
+ (50% to 90%) Melee Critical Strike Multiplier
(60% to 78%) reduced Bonus Damage Taken from Critical Strikes
Gain a stack of Harrowing Claim when you use Harvest and hit at least one enemy (Harrowing Claim lasts 1.5 seconds, stacks are refreshed when gained, max 2 stacks)
Using Harvest while at 2 stacks of Harrowing Claim instead consumes them to perform Grim Harvest, granting 200% more melee damage and 100% increased area of effect, but consumes mana and health
(12 to 24) Mana consumed by Grim Harvest
(18% to 36%) of Current Health consumed by Grim Harvest",75,82.19%,16.84%,0.96%,0.014%,0.0000039%,,85%,3.7%,,"Reign of Dragons Timeline (""Unique or Set Axe Mace or Spear"" echo rewards) - 0.52% chance",,,,,Harvest,Everything comes with a price - even death.
Regular Unique Items,259,Pyre Of Affliction,Two-Handed Axe,Unique,Fire Lich Scythe,76,,,"+ 146 Melee Damage
+ (46 to 60) Fire Spell Damage
+ (46 to 60) Necrotic Spell Damage","+ (13% to 46%) Chance to apply Damned on Hit
(13 to 23) Ward Gain on Kill
100% Chance to Ignite yourself on Kill
Casting Transplant grants (460 to 694) Ward and converts every stack of Ignite on you to Damned with 160% Increased Duration This increased duration is additive with other sources of Increased Damned Duration. The remaining duration of each stack is also refreshed.
Damned inflicted by Spells you cast while Damned has + (10 to 16) % Necrotic Penetration per stack of Damned on You This does not affect any other source of necrotic damage aside from Damned, and does not affect Damned on you.
+ (20 to 26) % Fire and Necrotic Penetration
(23 to 13) % less Fire and Necrotic Damage Over Time Taken Multiplicative with other modifiers",76,82.7%,16.39%,0.89%,0.013%,0.0000030%,,,,,,"Fire Lich Cremorus (Soulfire Bastion Dungeon)
Tier 1: -
Tier 2: -
Tier 3: -
Tier 4: 12% chance",,,"Ignite
Damned",Transplant,
Regular Unique Items,269,Scales Of Lemniscate,Two-Handed Axe,Unique,Bone Scythe,82,,,"+ 113 Melee Damage
+ (13% to 29%) Necrotic Penetration
+ (13% to 29%) Minion Necrotic Penetration","(270% to 330%) increased Minion Damage
(120% to 180%) increased Minion Health
+ (70 to 105) Health
You can only control one Shade This overrides other effects on your Shade limit
Dread Shade has 30% increased Buff Effect and 25% increased Health Decay
+ 200% Chance to Apply Frailty and Slow to nearby enemies every second for Infernal Shade
Casting Infernal Shade grants your minions Damage Immunity for 3 seconds (10 second cooldown)",82,85.71%,13.73%,0.55%,0.0053%,5.4E-7%,,50%,12.35%,,"Reign of Dragons Timeline (""Unique or Set Axe Mace or Spear"" echo rewards) - 1.73% chance",,,,"Frailty
Slow","Infernal Shade
Dread Shade",A weapon wielded in service of the cycle. Surrender both hope and despair to serve eternity.
Regular Unique Items,365,World Splitter,Two-Handed Axe,Unique,Bardiche,85,,,"+ 130 Melee Damage
+ (130% to 190%) Chance to apply Bleed on Melee Hit","+ (30 to 52) Void Melee Damage
+ 2% increased Area for Melee Area Skills per 1 Mana Cost
+ (0.2% to 0.3%) Critical Strike Chance for Melee Attacks per 1 Mana Cost
+ 1% Melee Critical Strike multiplier per 10 Max Mana
(30% to 52%) increased Mana Regen
(30% to 52%) increased Mana",85,87.17%,12.41%,0.42%,0.0033%,2.1E-7%,,,,,"Harbinger of Hatred (The Black Sun Timeline, empowered only) - 10% chance (up to 22% chance with increased item rarity)
Aberroth (Threshold of Eternity Woven Echo) - 10% chance (drops for host only)
Aberroth (Threshold of Eternity Woven Echo) - 2% chance",,,"Aberroth - 10% chance (drops for host only)
Aberroth - 2% chance",Bleed,,Sever the chains that bind reality
